,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata
688,4ecc1c52dbe02d5c4211d3936e2eec57dcc22de3,1394849844,0.0,1.0,0,1,1,1,1,0,false,,,,,13,1625748,16,,9,,,9,,,7,,,0.00105097214923805,0.418681029952706,0.418681029952706,1,FALSE,TRUE,0.0,0
689,4eeb0b96fcd37b6ec8a3e6c2db22e014b326b9c2,1318691713,0.0,0.0,4,0,2,2,1,0.811278124459133,false,,,,,4,163268.5,6,,28,,,28,,,16,,,0.193181818181818,0.477272727272727,0.602272727272727,4,FALSE,FALSE,0.0,0
690,4f4fef9c2129fba14c38ac0e9414b5bead7d593a,1396244958,0.0,0.0,41,0,2,2,1,0.600608575413187,false,,,,,7,579023,14,,1,,,1,,,1,,,0.0019047619047619,0.501904761904762,0.501904761904762,41,FALSE,FALSE,0.0,0
691,4f8185549dfe11eb1ce405711593baa1528045ea,1397279951,0.0,1.0,13,1,2,2,1,0.863120568566631,false,,,,,186,433045,954,,293,,,254,,,205,,,0.0264102564102564,0.131538461538462,0.154102564102564,14,FALSE,TRUE,0.0,0
692,4f8758931e6024efc9813891ec98e1c33ed60466,1371994142,0.0,0.0,0,0,21,3,1,0,false,,,,,70,781146.142857143,153,,31,,,31,,,8,,,0.0018018018018018,0.154554554554555,0.155555555555556,0,FALSE,FALSE,0.0,0
693,4fdc1dfe59514451e93f363b49c58f41e982d948,1385819369,0.0,0.0,0,2,1,1,1,0,false,,,,,22,1255651,43,,0,,,0,,,0,,,0.000828500414250207,0.967688483844242,0.967688483844242,2,FALSE,FALSE,0.0,0
694,4fde1c068f582cb76702189ffd39b1fc06529ee0,1369977245,0.0,0.0,0,0,1,1,1,0,false,,,,,6,1150965,9,,14,,,13,,,10,,,0.00233793836344315,0.352816153028693,0.353241232731137,0,FALSE,FALSE,0.0,0
695,4ff3789b7bf31c3fc025b214fbfc56ec454df47c,1357686962,0.0,0.0,0,1,1,1,1,0,false,,,,,35,5226,84,,822,,,754,,,666,,,0.191997697179044,0.377086931491077,0.504317789291883,1,FALSE,FALSE,0.0,0
696,4ffe195c4ae6a46148e5c464e07c0a399cca05fe,1393709798,0.0,0.0,5,2,1,1,1,0,false,,,,,2,262560,2,,23,,,23,,,22,,,0.0154362416107383,0.553020134228188,0.554362416107383,7,FALSE,FALSE,0.0,0
697,501213686886baccd3280e10b8856a25d3517519,1393866513,0.0,1.0,43,3,2,2,1,0.66657835799492,false,,,,,21,691888,23,,57,,,48,,,34,,,0.0394588500563698,0.650507328072153,0.653889515219842,46,FALSE,TRUE,0.0,0
699,503b1e54e2903a3ff6fd5382905f3124894b8e61,1399677337,0.0,0.0,1,2,1,1,1,0,false,,,,,12,809683,14,,269,,,219,,,7,,,0.00656814449917898,0.229064039408867,0.230706075533662,3,FALSE,FALSE,0.0,0
700,5043773390e11719b17d4f999a1df58dcab36f7b,1393872797,0.0,0.0,50,2,2,2,1,0.866725613094959,false,,,,,3,385931,6,,17,,,17,,,17,,,0.0120562625586068,0.528466175485599,0.530475552578701,52,FALSE,FALSE,0.0,0
701,50609d139838cce250cab8203746ad765f6f84bc,1394223817,0.0,0.0,4,2,2,2,1,1,false,,,,,1,1150926.5,2,,1000,,,762,,,937,,,0.1243866861159,0.254210316934094,0.348760111391062,6,FALSE,FALSE,0.0,0
703,506909cff30183000d02cd5870aa5c341677d3d8,1386802442,0.0,0.0,0,13,1,1,1,0,false,,,,,16,259425,29,,77,,,77,,,16,,,0.0159924741298213,0.479774223894638,0.482596425211665,13,FALSE,FALSE,0.0,0
704,50792c2ff41fdc7e73b3e3c51f4510366debfd14,1337625618,0.0,0.0,0,0,2,1,1,0,false,,,,,4,3493468.5,4,,40,,,40,,,2,,,0.130434782608696,0.0434782608695652,0.130434782608696,0,FALSE,FALSE,0.0,0
705,50c74cc7af619b96eb9e1b3db8d1e8a289afb6da,1343085251,0.0,0.0,0,3,1,1,1,0,false,,,,,51,303560,115,,134,,,134,,,114,,,0.0586734693877551,0.275510204081633,0.306632653061225,3,FALSE,FALSE,0.0,0
706,50d0d65169ea3d700bea0ab8e670737b6f005c75,1381431685,0.0,0.0,0,4,1,1,1,0,false,,,,,11,5087432,24,,140,,,139,,,6,,,0.02734375,0.16015625,0.16015625,4,FALSE,FALSE,0.0,0
707,50f3198477253d730d11d42215efe7e527a230d0,1327492645,0.0,0.0,0,0,13,2,1,0,false,,,,,7,93245.9230769231,8,,157,,,157,,,111,,,0.176377952755906,0.34488188976378,0.469291338582677,0,FALSE,FALSE,0.0,0
708,5107b6730340f52dc7fde5b3795ed7cc4e89ebd1,1378787119,0.0,0.0,0,3,1,1,1,0,false,,,,,101,93727,256,,49,,,49,,,49,,,0.00836260244187991,0.217929419635391,0.223448737247031,3,FALSE,FALSE,0.0,0
709,510d9be2143ca22bec7d62e3dfa52adeccb835ee,1397035307,0.0,0.0,0,0,1,1,1,0,false,,,,,1,4282704,1,,1904,,,1578,,,157,,,0.141071428571429,0.408928571428571,0.49375,0,FALSE,FALSE,0.0,0
710,5119d323650f97f12e12fdb6a2a80e46739629fc,1395337316,0.0,1.0,8,1,2,2,1,0.503258334775646,false,,,,,1,3307220,1,,0,,,0,,,0,,,0.000649350649350649,0.687662337662338,0.687662337662338,9,FALSE,TRUE,0.0,0
711,5122269147252d3f83b782b9909a07a99152dc95,1399347775,0.0,0.0,195,145,13,7,1,0.835866812662646,false,,,,,323,4757545.46153846,2144,,520,,,290,,,227,,,0.0287407033908988,0.145972519853775,0.157695701500063,340,FALSE,FALSE,0.0,0
712,512bde53649ea9738e101c1729c3e2f40eb655e1,1398285817,0.0,0.0,3,0,1,1,1,0,false,,,,,1,5576130,1,,16,,,16,,,15,,,0.00203717850776674,0.417748917748918,0.418385536032595,3,FALSE,FALSE,0.0,0
713,51418bdd5b44496694998b8123c0b62e9166d547,1353813452,0.0,0.0,1127,1216,124,38,3,0.770520339556007,false,,,,,91,172709.120967742,351,,288,,,288,,,208,,,0.454347826086957,0.539130434782609,0.539130434782609,2343,FALSE,FALSE,0.0,0
714,51495a46eced3182ed735487f0f018da12f6bc1c,1318382969,0.0,0.0,0,60,1,1,1,0,false,,,,,0,0,0,,82,,,81,,,37,,,0.487179487179487,0.538461538461538,0.769230769230769,60,FALSE,FALSE,0.0,0
715,5161d6c0023151d39fb56a85f739063205e676f4,1387208270,0.0,1.0,0,5,1,1,1,0,false,,,,,4,31908339,9,,1,,,1,,,1,,,0.000291036088474971,0.356228172293364,0.356373690337602,5,FALSE,TRUE,0.0,0
716,518bbf72982348d5b66b73681ea639bc08e83e57,1378830579,0.0,0.0,0,0,115,28,2,0,false,,,,,117,403144.547826087,692,,60,,,60,,,13,,,0.0118845500848896,0.353989813242784,0.359932088285229,0,FALSE,FALSE,0.0,0
717,521a03bb67724ab545430ea891eb6d6d90b992f5,1388723857,0.0,1.0,0,6,3,1,1,1,false,,,,,25,13602072,33,,50,,,50,,,5,,,0.000862192843799396,0.302485989366288,0.303060784595488,6,FALSE,TRUE,0.0,0
718,523e52f2f754f35b1e2453190f935d1a990464fb,1399094522,0.0,1.0,6,6,6,2,1,0.871049064255153,false,,,,,26,5529296.66666667,49,,296,,,293,,,287,,,0.0363315251671502,0.288381481014255,0.292796770531096,12,FALSE,TRUE,0.0,0
719,524d254a59fab592a2bf48a84c762dcf8a04b4d5,1348868910,0.0,0.0,0,46,16,10,1,0.956977445535992,false,,,,,91,535623,379,,758,,,754,,,721,,,0.275047619047619,0.371428571428571,0.538666666666667,46,FALSE,FALSE,0.0,0
720,524ee4913d9015c2893cca69cefbc80fbe6878bb,1399515449,0.0,1.0,21,7,2,2,1,0.371232326640876,false,,,,,214,140993.5,1214,,35,,,35,,,28,,,0.00364825764247075,0.295257265064788,0.295634671027802,28,FALSE,TRUE,0.0,0
721,5268c1136ed09346d13b28b42626c0b302e3abb2,1399588025,0.0,0.0,17,1,2,2,1,1,false,,,,,4,1834329,6,,767,,,663,,,755,,,0.094998743402865,0.277079668258356,0.330736365921086,18,FALSE,FALSE,0.0,0
722,52869508c81957f441128419c9ae7396715127be,1395090102,0.0,0.0,2,0,1,1,1,0,false,,,,,8,9920,20,,7,,,7,,,7,,,0.00521512385919166,0.500651890482399,0.501955671447197,2,FALSE,FALSE,0.0,0
723,529e7d14a716fcc1264b2e8053be3c842afd2153,1396947439,0.0,1.0,52,9,3,2,1,0.714546731777754,false,,,,,57,44972,164,,0,,,0,,,0,,,0.000128865979381443,0.330541237113402,0.330541237113402,61,FALSE,TRUE,0.0,0
724,52a7d601a0c97ab4eb47b9bf10da19a9f61afe25,1393979921,0.0,0.0,43,1,2,2,1,0.574635697837679,false,,,,,3,107124,7,,18,,,18,,,18,,,0.0126835781041389,0.444592790387183,0.447263017356475,44,FALSE,FALSE,0.0,0
725,52ec0429762a1a8a25e8741a8833419441507904,1320383836,0.0,0.0,2,1,1,1,1,0,false,,,,,1,718492,1,,2,,,2,,,2,,,0.272727272727273,0.636363636363636,0.636363636363636,3,FALSE,FALSE,0.0,0
726,5351dc9b55c82a823fb0e4a2cd74cb3b80759c86,1394548209,0.0,0.0,10,0,1,1,1,0,false,,,,,31,961357,80,,412,,,392,,,404,,,0.0535714285714286,0.472883597883598,0.491269841269841,10,FALSE,FALSE,0.0,0
727,537626ac6b79679ea775a84266901545d1a6a864,1378745906,0.0,0.0,0,1,1,1,1,0,false,,,,,34,410262,82,,42,,,42,,,19,,,0.0340715502555366,0.526405451448041,0.528109028960818,1,FALSE,FALSE,0.0,0
728,5385d06f86a1309176b5f688071e6ea55d91e8e5,1399863918,0.0,0.0,9,9,8,3,1,0.982567593073363,false,,,,,32,1687057.75,51,,1,,,1,,,1,,,0.00162999185004075,0.0317848410757946,0.032599837000815,18,FALSE,FALSE,0.0,0
729,53886fc7374bc4f0bda1f8f6b80f815d718c81e6,1384391007,0.0,1.0,0,6,2,2,1,0.91829583405449,false,,,,,7,3473735.5,15,,188,,,173,,,125,,,0.232902033271719,0.937153419593346,0.946395563770795,6,FALSE,TRUE,0.0,0
730,539d632fdea1696dc74fd2fb05921466f804e19e,1322593591,0.0,0.0,0,0,1,1,1,0,false,,,,,3,2168521,3,,6,,,6,,,6,,,0.024390243902439,0.393728222996516,0.407665505226481,0,FALSE,FALSE,0.0,0
731,53ab2e150df92f6780819b7e66eb4c71688bd154,1352621739,0.0,0.0,0,0,1,1,1,0,false,,,,,20,845501,33,,0,,,0,,,0,,,0.024390243902439,0.0975609756097561,0.0975609756097561,0,FALSE,FALSE,0.0,0
732,53ad788af6ced83bd9d6e58a25196a325d60fc4e,1397060949,0.0,1.0,1,1,1,1,1,0,false,,,,,183,79811,937,,1188,,,986,,,1169,,,0.150579150579151,0.266151866151866,0.372329472329472,2,FALSE,TRUE,0.0,0
733,53bd06e34bf0f61cc8d2ec628d75e9e490348ada,1397255272,0.0,0.0,7,12,4,2,1,0.633721901903617,false,,,,,48,658,206,,1204,,,999,,,1185,,,0.152109785815057,0.240605361036296,0.356675644478646,19,FALSE,FALSE,0.0,0
734,53c49d08ad33afeae46e50f261171d0032670b12,1387234249,0.0,0.0,0,5,1,1,1,0,false,,,,,57,213445,127,,196,,,191,,,176,,,0.140253565768621,0.495245641838352,0.55784469096672,5,FALSE,FALSE,0.0,0
735,53cf8caccd36bfcf8874776c02086d2da1ca6c76,1377236404,0.0,0.0,0,8,1,1,1,0,false,,,,,3,647936,10,,44,,,44,,,1,,,0.00223964165733483,0.32474804031355,0.325867861142217,8,FALSE,FALSE,0.0,0
737,53dcf34a18d261d0f49fa25917ce199d72fd05d3,1395311200,0.0,1.0,35,4,2,2,1,0.552495114325111,false,,,,,26,980141.5,37,,51,,,50,,,43,,,0.00575389041454165,0.193147639597228,0.194324571727475,39,FALSE,TRUE,0.0,0
738,53e14f578e066c5e9d715e6085d25e47d19ad3f7,1320984113,0.0,0.0,33,24,4,4,1,0.916248680179598,false,,,,,19,402870,53,,186,,,185,,,117,,,0.551401869158878,0.172897196261682,0.644859813084112,57,FALSE,FALSE,0.0,0
739,53e784d27eafe848593467d4d598305f34030848,1396886086,0.0,1.0,0,10,2,2,1,0.970950594454669,false,,,,,4,7239823,3,,16,,,8,,,0,,,0.000906618313689936,0.524932003626473,0.524932003626473,10,FALSE,TRUE,0.0,0
740,541cc9d53ac999535edcb7a02d1a76a883cfb02b,1399324428,0.0,1.0,66,41,6,2,1,0.730418555210123,false,,,,,18,169720.666666667,87,,2,,,2,,,2,,,0.00186799501867995,0.883561643835616,0.883561643835616,107,FALSE,TRUE,0.0,0
741,54219198106ce281d252bf48f994cac082e5b3d0,1398577649,0.0,0.0,20,0,2,2,1,0.6098403047164,false,,,,,1,3424314,2,,20,,,19,,,19,,,0.016849199663016,0.203875315922494,0.211457455770851,20,FALSE,FALSE,0.0,0
742,5427630f735381569066815605c75bccd278def8,1397700190,0.0,1.0,2,2,1,1,1,0,false,,,,,12,14059,50,,27,,,20,,,21,,,0.00281329923273657,0.425447570332481,0.426086956521739,4,FALSE,TRUE,0.0,0
743,54458334136b284bb0c45373e7cacf5c1fa0ab99,1400212776,0.0,0.0,16,1,2,2,1,0.672294817075638,false,,,,,56,675277.5,85,,8,,,8,,,5,,,0.000750938673341677,0.184230287859825,0.184355444305382,17,FALSE,FALSE,0.0,0
744,546a38fca6b5e9c389074c2365bf15b1071575ef,1396617211,0.0,0.0,17,2,2,2,1,0.9980008838723,false,,,,,19,11900,29,,49,,,49,,,49,,,0.0457456541628545,0.77676120768527,0.781335773101555,19,FALSE,FALSE,0.0,0
745,54abd86f91cadae7503d05c7cd7525e1042e2ade,1400089750,0.0,0.0,10,2,1,1,1,0,false,,,,,90,689856,188,,0,,,0,,,0,,,0.000125328988595062,0.150896102268455,0.150896102268455,12,FALSE,FALSE,0.0,0
746,54d5f3bde9c8685a2f5c238fc6af4162a9dae01b,1378763379,0.0,0.0,0,0,1,1,1,0,false,,,,,18,863564,50,,43,,,43,,,20,,,0.0357142857142857,0.527210884353742,0.52891156462585,0,FALSE,FALSE,0.0,0
747,55175f5cd91e8b5c87805c65cbbd89cc12c66752,1344991536,0.0,0.0,0,3,1,1,1,0,false,,,,,61,64680,182,,4,,,4,,,4,,,0.0022202486678508,0.449822380106572,0.449822380106572,3,FALSE,FALSE,0.0,0
749,559aedc3d994ff575590fc92c6361fd7748957e5,1316833462,0.0,0.0,75,317,12,7,4,0.517730217019504,false,,,,,1,9475749.66666667,2,,5,,,5,,,2,,,0.75,0.75,0.75,392,FALSE,FALSE,0.0,0
750,55e4d4a0d74cb18e8ed88febc44e21cd1d01294b,1366033304,0.0,0.0,0,7,1,1,1,0,false,,,,,66,305091,164,,28,,,28,,,28,,,0.00666666666666667,0.324137931034483,0.326206896551724,7,FALSE,FALSE,0.0,0
751,560678884a67644a5ee3ac40f6b54f942ffe7c2a,1393351016,0.0,0.0,0,0,1,1,1,0,false,,,,,21,1049969,33,,246,,,214,,,230,,,0.156929347826087,0.500679347826087,0.582880434782609,0,FALSE,FALSE,0.0,0
752,56607f9af4495e76edf6675a984a66da907c89f8,1398356464,0.0,0.0,22,0,2,2,1,0.574635697837679,false,,,,,13,3783088,15,,5,,,5,,,5,,,0.000763261671543061,0.403002162574736,0.403002162574736,22,FALSE,FALSE,0.0,0
753,566eb8312c35dbfb3207f4eccf0c0a9b74dd528b,1342692994,0.0,0.0,0,15,1,1,1,0,false,,,,,7,177854,16,,77,,,77,,,71,,,0.455696202531646,0.613924050632911,0.822784810126582,15,FALSE,FALSE,0.0,0
754,566f564a60fc5309441d6624fc70389ffc28773f,1319819567,0.0,0.0,46,5,3,2,1,0.705579171177864,false,,,,,7,163799.333333333,10,,48,,,48,,,32,,,0.25,0.818181818181818,0.818181818181818,51,FALSE,FALSE,0.0,0
755,56701c3eb0dfa0db90bc686ba49dd978da974106,1342493881,0.0,0.0,0,36,1,1,1,0,false,,,,,1,334776,1,,390,,,390,,,22,,,0.621621621621622,0.567567567567568,0.891891891891892,36,FALSE,FALSE,0.0,0
756,567bbd18616a457fac748d0ee67660092beabdea,1357579149,0.0,0.0,0,9,1,1,1,0,false,,,,,10,90,21,,120,,,119,,,116,,,0.0341605839416058,0.235620437956204,0.258394160583942,9,FALSE,FALSE,0.0,0
757,569b310b003c1c96151a3e3d448ddf5fe4e9299a,1317039279,0.0,0.0,43,1,2,2,1,0.87566339232304,false,,,,,2,114297.5,2,,5,,,5,,,5,,,0.2,0.233333333333333,0.333333333333333,44,FALSE,FALSE,0.0,0
758,56a9512f1443c8df3cfb0153d358c8cd8da50336,1407829769,0.0,0.0,62,1,2,2,1,0.969063252782069,false,,,,,46,1103960,102,,144,,,143,,,141,,,0.0177189917644123,0.195657599201398,0.197030197154979,63,FALSE,FALSE,0.0,0
760,56e15f6993e85376eb6e3fb4928b0cb8f6df1fda,1318521379,0.0,0.0,50,8,2,2,1,0.96889770922438,false,,,,,8,1194935,12,,73,,,73,,,49,,,0.87719298245614,1,1,58,FALSE,FALSE,0.0,0
761,56efd271ac08b4c0e0ce273b9cbc0c5952af05fa,1328935405,0.0,0.0,0,0,1,1,1,0,false,,,,,1,213558,2,,9,,,9,,,2,,,0.0181818181818182,0.909090909090909,0.909090909090909,0,FALSE,FALSE,0.0,0
762,56f5172f33bbd1da1b8749b7754805de44c3ab9c,1368662941,0.0,0.0,0,152,5,5,1,0.320963604178627,false,,,,,107,58625,396,,1108,,,1060,,,1029,,,0.226125137211855,0.440175631174534,0.582217343578485,152,FALSE,FALSE,0.0,0
763,570a84e92c88b1c7d9fd48d107bc3fad75e32efe,1396846209,0.0,1.0,14,12,1,1,1,0,false,,,,,86,380990,175,,440,,,213,,,148,,,0.0192357345726827,0.365220759101472,0.376839659178931,26,FALSE,TRUE,0.0,0
765,574166045c6d4b7d8f5e2afeaa6d13aabf03bdb0,1320963328,0.0,0.0,40,8,4,4,1,0.933278004456011,false,,,,,17,453424.5,40,,178,,,177,,,109,,,0.533980582524272,0.155339805825243,0.631067961165049,48,FALSE,FALSE,0.0,0
766,5757c857bdf526dc82cc8c1d4200d92c183e9374,1394663958,0.0,0.0,44,24,3,2,1,0.649714668973194,false,,,,,13,1216720,22,,453,,,451,,,433,,,0.284590163934426,0.571803278688525,0.681311475409836,68,FALSE,FALSE,0.0,0
767,576d5a90a7521d56080e14a91d162164c45e3aa4,1396885447,0.0,0.0,0,28,1,1,1,0,false,,,,,25,323404,31,,432,,,430,,,413,,,0.0534193548387097,0.301677419354839,0.315354838709677,28,FALSE,FALSE,0.0,0
768,57aa1d33047a1f3b0d037662086e9141daf1a1a3,1363026905,0.0,0.0,0,0,1,1,1,0,false,,,,,8,864804,10,,184,,,184,,,160,,,0.0389830508474576,0.235108958837772,0.261501210653753,0,FALSE,FALSE,0.0,0
769,57cbac057028537fca5af4ed8ffaea4be67e8c64,1314196198,0.0,0.0,2,2,1,1,1,0,false,,,,,2,752949,3,,22,,,22,,,20,,,0.91304347826087,0.869565217391304,0.91304347826087,4,FALSE,FALSE,0.0,0
770,57e73d374843cade854f07a228192c4f496507ff,1320968144,0.0,0.0,3,1,2,2,1,1,false,,,,,17,4816,41,,120,,,120,,,70,,,0.342995169082126,0.758454106280193,0.801932367149758,4,FALSE,FALSE,0.0,0
771,57e8cdb9dd8e24919bc2243438a6bded53491b3e,1396643802,0.0,1.0,44,3,2,2,1,0.488908591440515,false,,,,,5,2663881,10,,19,,,19,,,19,,,0.0127959053103007,0.906589891234805,0.90722968650032,47,FALSE,TRUE,0.0,0
772,57f97e71d7685249a6f42f2a27f2739a20ef4c2c,1378424161,0.0,0.0,0,1,1,1,1,0,false,,,,,11,3214310,16,,75,,,45,,,74,,,0.127986348122867,0.749146757679181,0.802047781569966,1,FALSE,FALSE,0.0,0
773,5839620a87aeda7f1065f440a02f4433e0041b0f,1378166838,0.0,0.0,0,0,1,1,1,0,false,,,,,8,2712144,13,,3,,,3,,,3,,,0.000677162688335873,0.259353309632639,0.259353309632639,0,FALSE,FALSE,0.0,0
774,586c6686aaa9e1d0de6d920371f1f489da0a2a9e,1398665511,0.0,0.0,51,4,4,4,1,0.70836866943456,false,,,,,152,306847,412,,21,,,20,,,0,,,0.000126790921770001,0.273741600101433,0.273741600101433,55,FALSE,FALSE,0.0,0
775,58b2ecced2491441c6dac739a7e50e8ab6be4d66,1331137458,0.0,0.0,0,11,1,1,1,0,false,,,,,31,9899,56,,5,,,5,,,4,,,0.00471698113207547,0.288679245283019,0.289622641509434,11,FALSE,FALSE,0.0,0
776,58f33fd3ef7b66bb570ef757b9f70a023e0c8c59,1396440155,0.0,1.0,0,98,2,2,1,1,false,,,,,28,92778.5,39,,532,,,429,,,275,,,0.256267409470752,0.813370473537604,0.872794800371402,98,FALSE,TRUE,0.0,0
777,5930e5f9acad1e42b3eb32f62b8cbc1d9b4c6384,1388628873,0.0,1.0,0,1,1,1,1,0,false,,,,,34,5940640,71,,9,,,9,,,9,,,0.00143926309729419,0.129821531375936,0.130541162924583,1,FALSE,TRUE,0.0,0
779,59abf7ae5aa27a87700a1e2f2b379904e5774a9b,1318535899,0.0,0.0,0,13,1,1,1,0,false,,,,,6,6202,7,,17,,,17,,,2,,,0.036144578313253,0.301204819277109,0.313253012048193,13,FALSE,FALSE,0.0,0
780,59ad30ce8c9d9eb4297c0cf80482f962f50f9f4a,1394007822,0.0,0.0,5,4,3,2,2,0.965633607142825,false,,,,,23,309008,72,,6,,,5,,,6,,,0.00759219088937093,0.621475054229935,0.623644251626898,9,FALSE,FALSE,0.0,0
781,5a6227c1b0566d2eab2b46b37eb53141449a22ba,1393403707,0.0,0.0,0,4,1,1,1,0,false,,,,,21,2544376,31,,69,,,69,,,61,,,0.0420338983050847,0.552542372881356,0.56135593220339,4,FALSE,FALSE,0.0,0
782,5aa29b6b0a34d603e882a80cdc8e936f983b1892,1397774699,0.0,1.0,3,2,2,2,1,0.970950594454669,false,,,,,212,10774,1198,,1128,,,835,,,514,,,0.0657726692209451,0.426819923371647,0.454916985951469,5,FALSE,TRUE,0.0,0
783,5aa522908264b5ef97387821e18c13ad9a9b95a1,1317343186,0.0,0.0,457,7,16,8,1,0.88511082824381,false,,,,,15,84037.1875,23,,3,,,3,,,3,,,0.0677966101694915,0.542372881355932,0.593220338983051,464,FALSE,FALSE,0.0,0
784,5ad4bb9c972934068adc7996980e7b3e8a025a5a,1399400051,0.0,0.0,12,4,2,2,1,0.954434002924965,false,,,,,41,4335692.5,97,,1235,,,1015,,,1216,,,0.153293865726162,0.345761430910694,0.421841541755889,16,FALSE,FALSE,0.0,0
785,5ae7fb0a49a0072834b6a82938668cc8c962661f,1316181373,0.0,0.0,353,0,1,1,1,0,false,,,,,0,0,0,,2,,,2,,,2,,,0.333333333333333,0.888888888888889,1,353,FALSE,FALSE,0.0,0
786,5af8e54bb18de0392339d49c15e038e2a808c0b3,1335200069,0.0,0.0,0,0,1,1,1,0,false,,,,,1,6511059,1,,582,,,581,,,418,,,0.305616338439096,0.441283734500365,0.666666666666667,0,FALSE,FALSE,0.0,0
787,5b02fded4e9ea2770d32b00f9be56a343b824c1a,1349304442,0.0,0.0,0,1,1,1,1,0,false,,,,,12,1059083,20,,7,,,7,,,6,,,0.0321100917431193,0.252293577981651,0.279816513761468,1,FALSE,FALSE,0.0,0
788,5b05b372c8eb2dc577b1ddbd4095b9e8e1b3594c,1398708569,0.0,0.0,102,43,11,9,1,0.913267107365397,false,,,,,88,763657.545454545,238,,20,,,20,,,12,,,0.0081351689612015,0.00312891113892365,0.00938673341677096,145,FALSE,FALSE,0.0,0
789,5b0ec5a3be0d92687c552f197f5474d5066a5a5c,1394793528,0.0,1.0,18,2,2,2,1,0.811278124459133,false,,,,,26,1867284.5,41,,78,,,78,,,0,,,0.000838926174496644,0.181208053691275,0.181208053691275,20,FALSE,TRUE,0.0,0
790,5b173ef5dfb7c41dbc2a4bb5c9976811516eb00f,1317355566,0.0,0.0,4,3,2,1,1,0.863120568566631,false,,,,,5,6190,5,,1,,,1,,,0,,,0.0166666666666667,0.783333333333333,0.783333333333333,7,FALSE,FALSE,0.0,0
791,5b34d41828a2a1260b1b92f6bfd91e1264aea7a8,1399125904,0.0,1.0,7,7,2,2,1,0.863120568566631,false,,,,,14,85439,21,,18,,,18,,,18,,,0.0157676348547718,0.253112033195021,0.255601659751037,14,FALSE,TRUE,0.0,0
792,5b804e51413adfe15a32eb40e904a02e5a1166f9,1370325392,0.0,0.0,0,34,3,2,1,0.860963201416186,false,,,,,42,438268,73,,80,,,78,,,76,,,0.0162790697674419,0.340803382663848,0.349894291754757,34,FALSE,FALSE,0.0,0
793,5b9f7a9ad0281cb1596defb792fd426497590aa7,1347116177,0.0,0.0,0,1,1,1,1,0,false,,,,,3,6183541,3,,12,,,12,,,12,,,0.0414012738853503,0.767515923566879,0.767515923566879,1,FALSE,FALSE,0.0,0
794,5bb7603fce7bba58dd73cdca956e015054391380,1395887883,0.0,0.0,54,15,1,1,1,0,false,,,,,29,1654,74,,276,,,267,,,209,,,0.307017543859649,0.676900584795322,0.758771929824561,69,FALSE,FALSE,0.0,0
795,5bd6b2aa51d189feee6cd17f19b1b4b0424c267a,1328877175,0.0,0.0,0,3,1,1,1,0,false,,,,,5,646917,9,,32,,,32,,,26,,,0.0334987593052109,0.600496277915633,0.615384615384615,3,FALSE,FALSE,0.0,0
796,5bed7801a48ad400437dabff73ebcb6a572e3044,1393612714,0.0,0.0,0,12,1,1,1,0,false,,,,,3,464924,4,,991,,,762,,,928,,,0.12426431246656,0.40569823434992,0.474585339753879,12,FALSE,FALSE,0.0,0
797,5c321d758c9718d7dde555316ac4fbd2f7acf424,1381164088,0.0,1.0,0,2,1,1,1,0,false,,,,,2,1099879,2,,554,,,367,,,25,,,0.0242763772175537,0.626517273576097,0.642390289449113,2,FALSE,TRUE,0.0,0
798,5c336123d3252e7fc4e1aeabd853457ab05838be,1396343317,0.0,0.0,40,89,4,2,1,0.615803430942919,false,,,,,25,2241567.25,60,,1220,,,952,,,1075,,,0.690629011553273,0.689345314505777,0.69191270860077,129,FALSE,FALSE,0.0,0
799,5c58a699100e72002fa073fff5d9b503f2bb192f,1398784820,0.0,0.0,5,13,1,1,1,0,false,,,,,29,2510780,48,,1224,,,1011,,,1205,,,0.152580971659919,0.374493927125506,0.471406882591093,18,FALSE,FALSE,0.0,0
800,5c5d04047adbb73571ffd6692f6965b38704a56a,1377696392,0.0,0.0,0,0,1,1,1,0,false,,,,,3,1881483,3,,6,,,6,,,2,,,0.012,0.784,0.784,0,FALSE,FALSE,0.0,0
802,5ca43cd39431b49d347a6ff8637dd6388266e03a,1397855348,0.0,0.0,99,38,5,2,1,0.814444725678068,false,,,,,7,779109.6,10,,23,,,21,,,19,,,0.0172562553925798,0.812769628990509,0.815358067299396,137,FALSE,FALSE,0.0,0
803,5cee4f41078ff692a37bb4c553f8faa68c782253,1394168090,0.0,0.0,10,1,2,2,1,0.684038435639042,false,,,,,33,41640,50,,2,,,2,,,1,,,0.00132802124833997,0.809428950863214,0.809428950863214,11,FALSE,FALSE,0.0,0
804,5d0918a270564b14e0974d6f45378ffc79e8a654,1320081337,0.0,0.0,2,2,2,2,1,1,false,,,,,3,1490717,3,,7,,,7,,,7,,,0.0583941605839416,0.197080291970803,0.240875912408759,4,FALSE,FALSE,0.0,0
805,5d197cb45d6824c889a398e0f84baf8bbaf2a02c,1352485631,0.0,0.0,0,158,2,2,1,0.920391106108796,false,,,,,75,46391.5,246,,26,,,26,,,20,,,0.00715746421267894,0.239604635310157,0.243694614860259,158,FALSE,FALSE,0.0,0
